3b - Labour force participation rate for persons aged 15+  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,116,Cambodia,2015,Both sexes,82.66,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,1999,Female,51.48,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,1999,Male,84.6,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,1999,Both sexes,67.89,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2003,Female,47.8,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2003,Male,83.69,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2003,Both sexes,65.67,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2008,Female,50.39,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2008,Male,82.54,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2008,Both sexes,66.37,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2000,Female,51.69,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2000,Male,84.17,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2000,Both sexes,67.76,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2005,Female,45.91,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2005,Male,82.66,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2005,Both sexes,64.4,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2007,Female,49.76,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2007,Male,82.68,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2007,Both sexes,66.23,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2009,Female,50.31,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2009,Male,81.97,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2009,Both sexes,66.05,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2010,Female,50.97,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2010,Male,82.33,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2010,Both sexes,66.58,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,1996,Female,52.26,-,-,Country data,National,0,0,0,0,0,-,Data reference period: August
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,1996,Male,86.06,-,-,Country data,National,0,0,0,0,0,-,Data reference period: August
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,1996,Both sexes,68.87,-,-,Country data,National,0,0,0,0,0,-,Data reference period: August
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,1998,Female,49.89,-,-,Country data,National,0,0,0,0,0,-,Data reference period: August
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,1998,Male,81.24,-,-,Country data,National,0,0,0,0,0,-,Data reference period: August
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,1998,Both sexes,65.32,-,-,Country data,National,0,0,0,0,0,-,Data reference period: August
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2001,Female,50,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2001,Male,84.59,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2001,Both sexes,67.13,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2004,Female,47.2,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2004,Male,84.31,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2004,Both sexes,65.67,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2006,Female,45.92,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2006,Male,82.48,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2006,Both sexes,64.21,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2011,Female,50.96,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2011,Male,82.93,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2011,Both sexes,66.91,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,1997,Female,49.93,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,1997,Male,83.37,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,1997,Both sexes,66.34,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2002,Female,48.01,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2002,Male,84.13,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2002,Both sexes,65.98,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2012,Female,51.47,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2012,Male,83.44,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2012,Both sexes,67.42,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2013,Female,50.7,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2013,Male,82.89,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2013,Both sexes,66.76,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2014,Female,50.63,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2014,Male,82.69,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2014,Both sexes,66.62,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2015,Female,50.76,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2015,Male,82.46,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2015,Both sexes,66.58,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2016,Female,50.94,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2016,Male,81.75,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2016,Both sexes,66.31,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2017,Female,52.17,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2017,Male,81.83,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,360,Indonesia,2017,Both sexes,66.97,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2003,Female,94.4,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2003,Male,94.3,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2003,Both sexes,94.3,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2005,Female,66.3,-,-,Country data,National,0,0,0,0,0,-,Data reference period: January
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2005,Male,66.8,-,-,Country data,National,0,0,0,0,0,-,Data reference period: January
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2005,Both sexes,66.6,-,-,Country data,National,0,0,0,0,0,-,Data reference period: January
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2010,Female,76.66,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2010,Male,79.82,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2010,Both sexes,78.22,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,418,Lao People's Democratic Republic,1995,Female,80.26,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,418,Lao People's Democratic Republic,1995,Male,82.59,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,418,Lao People's Democratic Republic,1995,Both sexes,81.4,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,36.54,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,45.2,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2017,Both sexes,40.78,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,1999,Female,44.67,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,1999,Male,82.83,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,1999,Both sexes,64.29,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2003,Female,47.73,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2003,Male,82.12,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2003,Both sexes,65.23,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2008,Female,45.72,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2008,Male,79,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2008,Both sexes,62.65,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2000,Female,47.57,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2000,Male,81.71,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2000,Both sexes,65.09,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2005,Female,45.93,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2005,Male,79.98,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2005,Both sexes,63.26,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2007,Female,46.4,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2007,Male,79.51,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2007,Both sexes,63.24,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2009,Female,46.37,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2009,Male,78.93,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2009,Both sexes,62.93,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2010,Female,47.07,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2010,Male,77.74,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2010,Both sexes,62.98,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,1996,Female,46.76,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,1996,Male,84.89,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,1996,Both sexes,66.3,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,1998,Female,44.39,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,1998,Male,83.28,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,1998,Both sexes,64.36,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2001,Female,46.83,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2001,Male,82.34,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2001,Both sexes,64.93,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2004,Female,47.24,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2004,Male,80.88,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2004,Both sexes,64.36,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2006,Female,45.77,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2006,Male,79.92,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2006,Both sexes,63.14,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,1995,Female,44.68,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,1995,Male,84.33,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,1995,Both sexes,64.75,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2011,Female,48.03,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2011,Male,79.71,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2011,Both sexes,64.46,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,1997,Female,45.95,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,1997,Male,84.26,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,1997,Both sexes,65.61,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2002,Female,46.69,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2002,Male,81.54,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2002,Both sexes,64.36,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2012,Female,49.55,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,South-eastern Asia,458,Malaysia,2012,Male,80.52,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
