Survey,Variable,Question Text,Type of Q,Response Categories,Notes
pew2010,Q108A,Do you favor or oppose making the following the law in (survey country)?  Segregation of men and women in the workplace,Women in Society,1 Favor / 2 Oppose,https://www.pewresearch.org/global/dataset/spring-2010-survey-data/
pew2010,Q93,"What kind of marriage do you think is the more satisfying way of life, number 1 or number 2?   (SHOW CARD) ",Women in Society,1 One where the husband provides for the family and the wife takes care of the house and children / 2 One where the husband and wife both have jobs and both take care of the house and children,https://www.pewresearch.org/global/dataset/spring-2010-survey-data/
pew2011,Q9D,"People have different views of democracy. As I read you a list, please tell me how important each of the following is in a democracy to you. (INSERT) ? do you think this is very important, somewhat important, not too important or not important at all in a democracy?  Women have the same rights as men",Women and Democracy,1 Very Important / 4 Not Important at all,https://www.pewresearch.org/global/dataset/spring-2011-survey/
pew2011,EGY12H,"Thinking about Egypt’s future, how important is it that (INSERT).  Is it very important, somewhat important, not too important or not important at all? And how important is (INSERT)? women have the same rights as men",Women's Rights,1 Very Important / 4 Not Important at all,https://www.pewresearch.org/global/dataset/spring-2011-survey/
pew2012,Q22D,"People have different views of democracy. As I read you a list, please tell me how important each of the following is in a democracy to you. (INSERT) ? do you think this is very important, somewhat important, not too important or not important at all in a democracy?  Women have the same rights as men",Women and Democracy,1 Very Important / 4 Not Important at all,https://www.pewresearch.org/global/dataset/spring-2012-survey-data/
pew2012,Q85,"On a different subject, do you think women should have equal rights with men, or shouldn’t they? ",Women's Rights,1 Should / 2 Should not,https://www.pewresearch.org/global/dataset/spring-2012-survey-data/
pew2012,Q85B,Which of these two statements comes closer to your own views?even if neither is exactly right.  ,Women's Rights,1 (Survey country) has made most of the changes needed to give women equal rights with men / 2 (Survey country) needs to continue making changes to give women equal rights with men,https://www.pewresearch.org/global/dataset/spring-2012-survey-data/
pew2012,Q86A,Women should be able to work outside the home.,Women in Society,1 Completely Agree / 4 Completely Disagree,https://www.pewresearch.org/global/dataset/spring-2012-survey-data/
pew2012,Q86B,"When jobs are scarce, men should have more right to a job than women. ",Women's Rights,1 Completely Agree / 4 Completely Disagree,https://www.pewresearch.org/global/dataset/spring-2012-survey-data/
pew2012,Q101,Which one of the following statements comes closest to your opinion about men and women as political leaders? ,Women in Society,"1 Men generally make better political leaders than women / 2 Women generally make better political leaders than men / 3 In general, women and men make equally good political leaders.",https://www.pewresearch.org/global/dataset/spring-2012-survey-data/
pew2012,Q115H,"Thinking about (survey country’s) future, how important is it that (INSERT).  Is it very important, somewhat important, not too important or not important at all? And how important is it that (INSERT)?  women have the same rights as men",Women's Rights,1 Very Important / 4 Not Important at all,https://www.pewresearch.org/global/dataset/spring-2012-survey-data/
pew2013,Q122H,"Thinking about (survey country’s) future, how important is it that (INSERT).  Is it very important, somewhat important, not too important or not important at all? And how important is it that (INSERT)?  women have the same rights as men",Women's Rights,1 Very Important / 4 Not Important at all,https://www.pewresearch.org/global/dataset/spring-2013-survey-data/
pew2014,Q104H,"Thinking about (survey country’s) future, how important is it that (INSERT).  Is it very important, somewhat important, not too important or not important at all? And how important is it that (INSERT)?  women have the same rights as men",Women's Rights,1 Very Important / 4 Not Important at all,https://www.pewresearch.org/global/dataset/2014-spring-global-attitudes/
pew2015,Q56C,"For each of the following things, how important is it to have this in our country? women have the same rights as men",Women's Rights,1 Very Important / 4 Not Important at all,https://www.pewresearch.org/global/dataset/spring-2015-survey-data/
pew2016,Q33c,"For each of the following things, how important is it to have this in our country? women have the same rights as men",Women's Rights,1 Very Important / 4 Not Important at all,https://www.pewresearch.org/global/dataset/spring-2016-survey-data/
pew2017,humanrights_priority_gender,"I’m going to read you a list of issues that human rights organizations in (survey country) might work on. As I read each one, please tell me how much of a priority you think it should be for these organizations ? a top priority, important but lower priority, not too important or should human rights organizations in (survey country) not work on this issue. Guaranteeing that women have the same rights as men (",Women's Rights,1 Top priority / 4 Should not work on this issue,https://www.pewresearch.org/global/dataset/spring-2017-survey-data/
pewrel2015_ee,Q16c,"Please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with the following statements: When jobs are scarce, men should have more rights to a job than women",Women's Rights,1 Completely Agree / 4 Completely Disagree,https://www.pewforum.org/dataset/eastern-european-survey-dataset/
pewrel2015_ee,Q16d,"Please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with the following statements: Women have a responsibility to society to bear children",Women Children,1 Completely Agree / 4 Completely Disagree,https://www.pewforum.org/dataset/eastern-european-survey-dataset/
pewrel2015_ee,Q74B,Do you favor or oppose the Orthodox Church’s current position of Forbidding women from becoming priests,Women in Society,1 Favor / 2 Oppose,https://www.pewforum.org/dataset/eastern-european-survey-dataset/
pewrel2015_ee,Q75B,Do you think the Catholic Church should or should not Allow women to become priests?,Women in Society,1 Should / 2 Should not,https://www.pewforum.org/dataset/eastern-european-survey-dataset/
pewrel2009_afr,Q11D,"Please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with the following statements: When jobs are scarce, men should have more rights to a job than women",Women's Rights,1 Completely Agree / 4 Completely Disagree,https://www.pewforum.org/dataset/tolerance-and-tension-islam-and-christianity-in-sub-saharan-africa/
pewrel2009_afr,Q59C,Please tell me whether the FIRST statement or the SECOND statement comes closer to your own views ? even if neither is exactly right. Women's religious ledaership roles,Women in Society,"1 Women should be allowed to serve in religious leadership roles, such as pastor, priest or imam / 2 Only men should be able to serve in religious leadership roles, such as pastor, priest or imam",https://www.pewforum.org/dataset/tolerance-and-tension-islam-and-christianity-in-sub-saharan-africa/
pewrel2009_afr,Q59D,Please tell me whether the FIRST statement or the SECOND statement comes closer to your own views ? even if neither is exactly right. Women's veil,Women's Veil,1 Women should have the right to decide if they wear a veil / 2 Women should not have to decide whether to wear a veil - society should decide,https://www.pewforum.org/dataset/tolerance-and-tension-islam-and-christianity-in-sub-saharan-africa/
pewrel2009_afr,Q85G,"Next, I’m going to read some behaviors.  For each, please tell me whether you personally believe that it is morally acceptable, morally wrong, or is it not a moral issue? Polygamy ? having more than one wife ",Women in Society,1 Morally acceptable / 2 Morally wrong / Not a moral issue / 4 Depends on situation,https://www.pewforum.org/dataset/tolerance-and-tension-islam-and-christianity-in-sub-saharan-africa/
pewrel2014_latam,Q19d,"Please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with the following statements: When jobs are scarce, men should have more rights to a job than women",Women's Rights,1 Completely Agree / 4 Completely Disagree,https://www.pewforum.org/dataset/religion-in-latin-america/
pewrel2014_latam,Q65,"Do you think Protestant/Evangelical churches should allow women to become pastors, or do you not think so? ",Women in Society,1 Yes / 2 No,https://www.pewforum.org/dataset/religion-in-latin-america/
pewrel2014_latam,Q72b,Do you think the Catholic Church should or should not (INSERT)? And do you think the Catholic Church should or should not (INSERT NEXT ITEM)? Allow women to become priests ,Women in Society,1 Should / 2 Should not,https://www.pewforum.org/dataset/religion-in-latin-america/
pewrel2006_10nat,Q27A,"please tell me if you completely agree with it, mostly agree with it, mostly disagree with it or completely disagree with it. when jobs are scarce, men should have more right to a job than women",Women's Rights,1 Completely Agree / 4 Completely Disagree,https://ropercenter.cornell.edu/ipoll/study/31085390
pewrel2006_10nat,Q27B,"please tell me if you completely agree with it, mostly agree with it, mostly disagree with it or completely disagree with it. on the whole, men make better political leaders than women do",Women in Society,1 Completely Agree / 4 Completely Disagree,https://ropercenter.cornell.edu/ipoll/study/31085390
pewrel2006_10nat,Q27C,"please tell me if you completely agree with it, mostly agree with it, mostly disagree with it or completely disagree with it. a wife must always obey her husband",Women in Society,1 Completely Agree / 4 Completely Disagree,https://ropercenter.cornell.edu/ipoll/study/31085390
pewrel2006_10nat,Q27D,"please tell me if you completely agree with it, mostly agree with it, mostly disagree with it or completely disagree with it. A working mother can establish just as warm and secure a relationship with her children as a mother who does not work",Women in Society,1 Completely Agree / 4 Completely Disagree,https://ropercenter.cornell.edu/ipoll/study/31085390
pewrel2006_10nat,Q27E,"please tell me if you completely agree with it, mostly agree with it, mostly disagree with it or completely disagree with it. women should be allowed to serve as pastors or priests",Women in Society,1 Completely Agree / 4 Completely Disagree,https://ropercenter.cornell.edu/ipoll/study/31085390
tcmeg2004,M710A,A woman can be a president or prime minister of a Muslim country,Women in Society,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710B,A married woman can work outside the home if she wishes,Women in Society,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710C,"On the whole, men make better political leaders than women do",Women in Society,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710D,A university education is more important for a boy than a girl,Women in Society,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710E,Men and women should have equal job opportunities and wages,Women's Rights,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710F,Men and women should receive equal wages and salaries,Women's Rights,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710G,A woman can travel abroad by herself if she wishes,Women's Rights,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710H,A woman should have the right to vote and to be a member of parliament,Women's Rights,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710I,A woman should cease to work outside the home after marriage in order to devote full time to home and family,Women in Society,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710J,A working mother can establish just as warm and secure a relationship with her children as a mother who does not work,Women in Society,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710K,Being a housewife is just as fulfilling as working for pay,Women in Society,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710L,Both the husband and wife should contribute to household income,Women in Society,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710M,Men make better business executives than women do,Women in Society,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710N,Muslim women should have the same rights as Muslim men to marry non-Muslims,Women's Rights,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710O,Do you think it is important for girls to go to high school?,Women in Society,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710P,Women have the right to get divorced upon their request,Women in Society,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710Q,"A husband, sometimes, has the right to beat his wife when he feels it is necessary",Women in Society,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710R,There must be a law forcing all women to wear veil,Women's Veil,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710S,The woman has the right to marry a man of her choice,Women's Rights,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710T,Women must receive their inheritance,Women's Rights,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710U,Women should have equal inheritance rights,Women's Rights,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710V,Women can assume judicial office,Women in Society,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710W,Women could serve as ministers,Women in Society,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710X,The first wife’s consent is a prerequisite to allow the man to marry another women,Women in Society,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
tcmeg2004,M710Y,The law should not allow a man to marry more than one woman,Women in Society,1 Strongly Agree / 5 Strongly Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/32302/datadocumentation#
jgss,Q4WNMGA,View on Connection between Women Happiness and Marriage. a woman's happiness lies in a marriage.,Marriage and Happiness,1 Agree / 4 Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/4472/versions/V1/datasets/1/files/954310/downloadDoc/doc?path=/pcms/studies/0/0/4/4/04472/V1/files/954310
jgss,Q4WNJB2L,View on Women Independence by Having Job. Having a job is the best way for a woman to be an independent person.,Job independence,1 Agree / 4 Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/4472/versions/V1/datasets/1/files/954310/downloadDoc/doc?path=/pcms/studies/0/0/4/4/04472/V1/files/954310
jgss,Q4WWJBIA,View on Wife Working. If a husband has sufficient income it is better for his wife not to have a job.,job,1 Agree / 4 Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/4472/versions/V1/datasets/1/files/954310/downloadDoc/doc?path=/pcms/studies/0/0/4/4/04472/V1/files/954310
jgss,Q4WWHPHH,View on Role of Wife to Help Husband. It is more important for a wife to help her husband's career than to have one herself.,divorce,1 Agree / 4 Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/4472/versions/V1/datasets/1/files/954310/downloadDoc/doc?path=/pcms/studies/0/0/4/4/04472/V1/files/954310
jgss,Q4WWDVY,View on Desirability of Divorce for Children Wife,budget management,1 Agree / 4 Disagree,https://www.icpsr.umich.edu/web/ICPSR/studies/4472/versions/V1/datasets/1/files/954310/downloadDoc/doc?path=/pcms/studies/0/0/4/4/04472/V1/files/954310
jgss,RR6ACCT,Household Budget Management,marriage,"1 Wife manages money except for husbands pocket money. / 2 Husband manages money except for wifes pocket money. / 3 Husband manages money except for a house keeping allowance. / 4 All income is pooled and each takes out what he/she needs. / 5 Each has separate money, but some money is pooled. / 6 Husband and wife keep finances completely separate.",https://www.icpsr.umich.edu/web/ICPSR/studies/4472/versions/V1/datasets/1/files/954310/downloadDoc/doc?path=/pcms/studies/0/0/4/4/04472/V1/files/954310
jgss,OP4NAME,View on Change of Surname at Marriage,Job independence,"1 The wife should take her husbands surname without question. / 2 The wife should change her surname under current conditions. / 3 It is up to the couple to decide whose name they will keep. / 4 There is no need for either to change their names.",https://www.icpsr.umich.edu/web/ICPSR/studies/4472/versions/V1/datasets/1/files/954310/downloadDoc/doc?path=/pcms/studies/0/0/4/4/04472/V1/files/954310
kgss,FEJOBIND,Agree or disagree having a job is a best way for a woman to be independent,full-time job,1 Strongly Agree / 5 Strongly Disagree,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016_KGSS_ENG_09302018.sav_.zip
kgss,FAMSUFFR,"Agree or disagree family life suffers when the woman takes a full-time job",role in house,1 Strongly Agree / 5 Strongly Disagree,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016_KGSS_ENG_09302018.sav_.zip
kgss,TWOINCS,"Agree or disagree both man and woman should contribute to the household income",House income,1 Strongly Agree / 5 Strongly Disagree,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016_KGSS_ENG_09302018.sav_.zip
kgss,HUBBYWRK,"Agree or disagree a man's job is to earn money and a woman's job is to look after",job,1 Strongly Agree / 5 Strongly Disagree,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016_KGSS_ENG_09302018.sav_.zip
kgss,UAFOPFF,Agree or disagree on financial support unmarried adult woman for her own parent,financial support,1 Strongly Agree / 7 Strongly Disagree,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016_KGSS_ENG_09302018.sav_.zip
kgss,MAFOPFF,Agree or disagree on financial support married adult woman for her own parent,financial support,1 Strongly Agree / 7 Strongly Disagree,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016_KGSS_ENG_09302018.sav_.zip
kgss,MAFLPFF,Agree or disagree on financial support married adult woman for her parent,financial support,1 Strongly Agree / 7 Strongly Disagree,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016_KGSS_ENG_09302018.sav_.zip
kgss,FEWRKSUP,Agree or disagree most women have to work to support the family,work support,1 Strongly Agree / 5 Strongly Disagree,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016_KGSS_ENG_09302018.sav_.zip
kgss,KIDSUFFR,Opinion on women's employment a pre-school child is likely to suffer if his or,work,1 Strongly Agree / 5 Strongly Disagree,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016_KGSS_ENG_09302018.sav_.zip
kgss,HOMEKID,Opinion on women's employment a job is all right, but what most women really wa,work,1 Strongly Agree / 5 Strongly Disagree,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016_KGSS_ENG_09302018.sav_.zip
kgss,SEXROLE4,Opinions on gender roles During economic recession it is all right for women t,right for job,1 Strongly Agree / 7 Strongly Disagree,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016_KGSS_ENG_09302018.sav_.zip
kgss,HBBYWK08,Agree or disagree Husband's job is to earn money wife's job is to look after t,job,1 Strongly Agree / 5 Strongly Disagree,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016_KGSS_ENG_09302018.sav_.zip
kgss,HOUSEWRK,Agree or disagree being a housewife is just as fulfilling as working for pay,work,1 Strongly Agree / 5 Strongly Disagree,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016_KGSS_ENG_09302018.sav_.zip
kgss,SEXROLE1,Opinions on gender roles It is more important for a wife to help her husband,gender role,1 Strongly Agree / 7 Strongly Disagree,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016_KGSS_ENG_09302018.sav_.zip
kgss,SEXROLE2,Opinions on gender roles A husband’s job is to earn money; a wife’s job is ,gender role,1 Strongly Agree / 7 Strongly Disagree,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016_KGSS_ENG_09302018.sav_.zip
kgss,SEXRL108,Opinions on gender roles It is more important for a wife to help her husband,gender role,1 Strongly Agree / 7 Strongly Disagree,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016_KGSS_ENG_09302018.sav_.zip
